# 保有中に出現した陰線（close < open）の一覧。§30 の警戒足ルールは機械定義が未確定のため、ここでは売却判定をしていない。 change_pct / body_to_atr / volume_ratio / close_pos_in_day_range はMANUAL_EXIT_REVIEW（人間がチャート確認）のための参考指標であり閾値は設けていない。
code,name,signal_date,date,day_offset,is_first,open,high,low,close,volume,broke_low_date,broke_low_day_offset,days_from_candle_to_break,new_high_vs_candle_high_before_break,new_high_vs_position_peak_before_break,change_pct,body_pct,body_to_atr,volume_ratio,close_pos_in_day_range,manual_exit_review
6645,オムロン,2026-05-22,2026-07-17,39,false,5468.0000,5477.0000,5158.0000,5309.0000,1442800,,,,false,false,-5.0947,2.9078,0.5798,1.0529,0.4734,true
6594,ニデック,2026-05-29,2026-06-02,1,true,2850.0000,2920.0000,2734.0000,2815.0000,8886400,2026-06-08,5,4,false,false,-2.8976,1.2281,0.2032,0.9819,0.4355,true
6594,ニデック,2026-05-29,2026-06-05,4,false,2800.0000,2823.0000,2752.0000,2773.0000,4703700,2026-06-08,5,1,false,false,-3.1774,0.9643,0.1883,0.5167,0.2958,true
7182,ゆうちょ銀行,2026-06-09,2026-06-10,0,true,3188.0000,3248.0000,3164.0000,3177.0000,7149700,2026-06-11,1,1,false,false,0.7292,0.3450,0.1094,0.9010,0.1548,true
7182,ゆうちょ銀行,2026-06-09,2026-06-15,3,false,3250.0000,3308.0000,3198.0000,3198.0000,6274400,2026-06-16,4,1,false,false,-0.4049,1.6000,0.4775,0.8065,0.0000,true
7182,ゆうちょ銀行,2026-06-09,2026-06-17,5,false,3188.0000,3235.0000,3125.0000,3125.0000,6055800,2026-06-24,10,5,true,false,-1.4196,1.9762,0.5725,0.7733,0.0000,true
7182,ゆうちょ銀行,2026-06-09,2026-06-19,7,false,3263.0000,3287.0000,3186.0000,3190.0000,7403100,2026-06-22,8,1,false,false,-3.2160,2.2372,0.6274,0.9308,0.0396,true
7182,ゆうちょ銀行,2026-06-09,2026-06-23,9,false,3291.0000,3293.0000,3210.0000,3210.0000,5299900,2026-06-24,10,1,false,false,-1.8048,2.4613,0.7119,0.7109,0.0000,true
7182,ゆうちょ銀行,2026-06-09,2026-06-24,10,false,3239.0000,3242.0000,3072.0000,3101.0000,6660300,2026-06-25,11,1,false,false,-3.3956,4.2606,1.1831,0.9091,0.1706,true
7182,ゆうちょ銀行,2026-06-09,2026-06-25,11,false,3084.0000,3100.0000,3042.0000,3050.0000,7012300,2026-06-29,13,2,false,false,-1.6446,1.1025,0.3051,0.9810,0.1379,true
8306,三菱UFJ,2026-06-12,2026-06-19,4,true,3370.0000,3371.0000,3258.0000,3278.0000,53414800,2026-06-22,5,1,false,false,-2.8453,2.7300,0.9010,1.1226,0.1770,true
8306,三菱UFJ,2026-06-12,2026-06-23,6,false,3336.0000,3343.0000,3265.0000,3267.0000,31972100,2026-06-24,7,1,false,false,-1.9802,2.0683,0.6774,0.7105,0.0256,true
8306,三菱UFJ,2026-06-12,2026-06-24,7,false,3291.0000,3292.0000,3201.0000,3205.0000,28539300,2026-06-29,10,3,false,false,-1.8978,2.6132,0.8662,0.6476,0.0440,true
8306,三菱UFJ,2026-06-12,2026-06-25,8,false,3275.0000,3276.0000,3211.0000,3233.0000,26463100,2026-06-29,10,2,true,false,0.8736,1.2824,0.4333,0.6148,0.3385,true
8306,三菱UFJ,2026-06-12,2026-06-29,10,false,3245.0000,3267.0000,3180.0000,3211.0000,30642500,,,,true,true,-1.0478,1.0478,0.3542,0.7218,0.3563,true
8306,三菱UFJ,2026-06-12,2026-06-30,11,false,3238.0000,3257.0000,3207.0000,3207.0000,28320000,,,,true,true,-0.1246,0.9574,0.3444,0.6706,0.0000,true
8306,三菱UFJ,2026-06-12,2026-07-08,17,false,3455.0000,3474.0000,3401.0000,3433.0000,35858100,2026-07-09,18,1,false,false,-0.3772,0.6368,0.2699,0.9086,0.4384,true
8306,三菱UFJ,2026-06-12,2026-07-10,19,false,3468.0000,3478.0000,3410.0000,3461.0000,35147200,,,,true,true,1.3767,0.2018,0.0934,0.9273,0.7500,true
8306,三菱UFJ,2026-06-12,2026-07-16,23,false,3678.0000,3697.0000,3625.0000,3629.0000,38374000,2026-07-17,24,1,false,false,-1.8393,1.3322,0.5960,1.0239,0.0556,true
8306,三菱UFJ,2026-06-12,2026-07-17,24,false,3614.0000,3618.0000,3411.0000,3473.0000,59061500,,,,true,true,-4.2987,3.9015,1.5398,1.5675,0.2995,true
8306,三菱UFJ,2026-06-12,2026-07-28,30,false,3760.0000,3770.0000,3630.0000,3661.0000,58207600,2026-07-29,31,1,false,false,-3.6325,2.6330,0.9142,1.4999,0.2214,true
8306,三菱UFJ,2026-06-12,2026-07-30,32,false,3560.0000,3581.0000,3514.0000,3525.0000,46700500,2026-08-03,34,2,true,false,-3.3452,0.9831,0.2991,1.1636,0.1642,true
8306,三菱UFJ,2026-06-12,2026-07-31,33,false,3595.0000,3615.0000,3523.0000,3571.0000,50098300,2026-08-03,34,1,false,false,1.3050,0.6676,0.2022,1.2195,0.5217,true
8306,三菱UFJ,2026-06-12,2026-08-07,38,false,3601.0000,3603.0000,3546.0000,3564.0000,39170600,2026-08-10,39,1,false,false,-0.2798,1.0275,0.3368,0.8878,0.3158,true
8306,三菱UFJ,2026-06-12,2026-08-10,39,false,3550.0000,3551.0000,3479.0000,3510.0000,30256700,,,,false,false,-1.5152,1.1268,0.3694,0.6823,0.4306,true
8308,りそなHD,2026-06-12,2026-06-15,0,true,2210.5000,2277.5000,2201.0000,2203.0000,9965300,2026-06-16,1,1,false,false,2.6083,0.3393,0.1020,1.0469,0.0261,true
8308,りそなHD,2026-06-12,2026-06-16,1,false,2170.5000,2171.0000,2108.5000,2144.5000,11756200,2026-06-25,8,7,true,false,-2.6555,1.1979,0.3427,1.2243,0.5760,true
8308,りそなHD,2026-06-12,2026-06-17,2,false,2222.5000,2232.5000,2160.5000,2161.5000,10336500,2026-06-22,5,3,true,false,0.7927,2.7447,0.7743,1.0765,0.0139,true
8308,りそなHD,2026-06-12,2026-06-19,4,false,2255.0000,2270.0000,2193.0000,2196.0000,14315100,2026-06-22,5,1,false,false,-2.6596,2.6164,0.7054,1.4435,0.0390,true
8308,りそなHD,2026-06-12,2026-06-23,6,false,2260.0000,2261.0000,2162.0000,2162.0000,9423000,2026-06-24,7,1,false,false,-3.0493,4.3363,1.1288,0.9533,0.0000,true
8308,りそなHD,2026-06-12,2026-06-24,7,false,2170.5000,2179.5000,2108.5000,2121.0000,7015000,2026-06-25,8,1,false,false,-1.8964,2.2806,0.5811,0.7248,0.1761,true
8308,りそなHD,2026-06-12,2026-06-25,8,false,2155.0000,2156.5000,2098.0000,2107.0000,8404300,2026-06-26,9,1,false,false,-0.6601,2.2274,0.5744,0.8812,0.1538,true
8308,りそなHD,2026-06-12,2026-06-26,9,false,2116.0000,2146.0000,2078.5000,2102.0000,6949600,,,,false,false,-0.2373,0.6616,0.1685,0.7299,0.3481,true
6752,パナソニックHD,2026-07-06,2026-07-07,0,true,4560.0000,4587.0000,4353.0000,4400.0000,14299000,2026-07-08,1,1,false,false,-3.4452,3.5088,0.6854,0.9696,0.2009,true
2644,GX 半導体関連-日本株式 ETF,2026-07-09,2026-07-10,0,true,4857.0000,4977.0000,4716.0000,4851.0000,3052937,2026-07-13,1,1,false,false,2.4498,0.1235,0.0198,1.0090,0.5172,true
2644,GX 半導体関連-日本株式 ETF,2026-07-09,2026-07-13,1,false,4849.0000,5010.0000,4683.0000,4728.0000,1959598,2026-07-14,2,1,false,false,-2.5356,2.4954,0.4055,0.6593,0.1376,true
2644,GX 半導体関連-日本株式 ETF,2026-07-09,2026-07-16,4,false,4777.0000,4777.0000,4588.0000,4671.0000,2576410,2026-07-17,5,1,false,false,-5.0031,2.2190,0.3715,1.0048,0.4392,true
2644,GX 半導体関連-日本株式 ETF,2026-07-09,2026-07-17,5,false,4335.0000,4377.0000,4078.0000,4233.0000,3457096,,,,false,false,-9.3770,2.3529,0.3310,1.3294,0.5184,true
7202,いすゞ,2026-07-15,2026-07-16,0,true,2340.5000,2354.0000,2325.5000,2327.5000,1940100,2026-07-17,1,1,false,false,-0.7674,0.5554,0.2063,0.6768,0.0702,true
7202,いすゞ,2026-07-15,2026-07-17,1,false,2329.5000,2355.0000,2283.0000,2323.5000,2629700,,,,false,false,-0.1719,0.2576,0.0942,0.9295,0.5625,true
8308,りそなHD,2026-07-15,2026-07-16,0,true,2367.0000,2389.5000,2346.5000,2354.0000,7591400,2026-07-17,1,1,false,false,-1.0717,0.5492,0.2065,0.8300,0.1744,true
8308,りそなHD,2026-07-15,2026-07-17,1,false,2350.0000,2361.0000,2197.0000,2224.5000,9857100,,,,false,false,-5.5013,5.3404,1.7703,1.0878,0.1677,true
9502,中部電力,2026-07-15,2026-07-16,0,true,3070.0000,3089.0000,3011.0000,3022.0000,2913600,2026-07-17,1,1,false,false,-2.3902,1.5635,0.4394,0.6820,0.1410,true
9502,中部電力,2026-07-15,2026-07-17,1,false,2952.0000,2989.5000,2798.5000,2863.0000,9574000,,,,false,false,-5.2614,3.0149,0.7545,2.1161,0.3377,true
1802,大林組,2026-07-22,2026-07-28,3,true,3300.0000,3317.0000,3223.0000,3273.0000,1909900,2026-07-30,5,2,true,true,-1.7412,0.8182,0.3449,0.8108,0.5319,true
1802,大林組,2026-07-22,2026-07-29,4,false,3325.0000,3343.0000,3234.0000,3263.0000,3156200,2026-07-30,5,1,false,false,-0.3055,1.8647,0.8000,1.3376,0.2661,true
1802,大林組,2026-07-22,2026-07-30,5,false,3228.0000,3297.0000,3190.0000,3227.0000,3196300,2026-07-31,6,1,false,false,-1.1033,0.0310,0.0122,1.3359,0.3458,true
1802,大林組,2026-07-22,2026-07-31,6,false,3220.0000,3239.0000,3146.0000,3164.0000,4235300,2026-08-03,7,1,false,false,-1.9523,1.7391,0.6788,1.7294,0.1935,true
1802,大林組,2026-07-22,2026-08-03,7,false,3150.0000,3155.0000,3028.0000,3114.0000,1986200,,,,false,false,-1.5803,1.1429,0.4271,0.8250,0.6772,true
